,station_complex_id,location,Latitude,Longitude,Nearest_Stop,borough,routes,ridership,Connections
0,A002,"(40.76266, -73.96725)",40.76266,-73.96725,"(613, 'Lexington Av/59 St')",M,"5,N,R,4,,W,6",10082907,"[(6, '39 Av-Dutch Kills'), (8, '5 Av/59 St')]"
1,A006,"(40.76481, -73.97335)",40.76481,-73.97335,"(8, '5 Av/59 St')",M,"N,R,W",3065515,"[(613, 'Lexington Av/59 St'), (9, '57 St-7 Av')]"
2,A010,"(40.76466, -73.98066)",40.76466,-73.98066,"(9, '57 St-7 Av')",M,"N,R,Q,W",6579806,"[(8, '5 Av/59 St'), (10, '49 St')]"
3,A013,"(40.7599, -73.98414)",40.7599,-73.98414,"(10, '49 St')",M,"N,R,W",4772207,"[(9, '57 St-7 Av'), (611, 'Times Sq-42 St')]"
4,A022,"(40.74972, -73.98782)",40.74972,-73.98782,"(607, '34 St-Herald Sq')",M,"F,M,N,R,Q,B,W,D",21372033,"[(611, 'Times Sq-42 St'), (13, '28 St'), (609, '42 St-Bryant Pk'), (228, '23 St')]"
5,A027,"(40.74549, -73.98869)",40.74549,-73.98869,"(13, '28 St')",M,"R,W",2202544,"[(607, '34 St-Herald Sq'), (14, '23 St')]"
6,A030,"(40.7413, -73.98934)",40.7413,-73.98934,"(14, '23 St')",M,"R,W",3735642,"[(13, '28 St'), (602, '14 St-Union Sq')]"
7,A034,"(40.73574, -73.98995)",40.73574,-73.98995,"(602, '14 St-Union Sq')",M,"5,N,R,Q,4,L,W,6",18401074,"[(14, '23 St'), (16, '8 St-NYU'), (601, '6 Av'), (118, '3 Av'), (405, '23 St'), (407, 'Astor Pl')]"
8,A038,"(40.73033, -73.99263)",40.73033,-73.99263,"(16, '8 St-NYU')",M,"R,W",3344797,"[(602, '14 St-Union Sq'), (17, 'Prince St')]"
9,A041,"(40.72433, -73.9977)",40.72433,-73.9977,"(17, 'Prince St')",M,"R,W",2715986,"[(16, '8 St-NYU'), (623, 'Canal St')]"
10,A043,"(40.71953, -73.99989)",40.71953,-73.99989,"(623, 'Canal St')",M,"J,N,R,Z,Q,W,6",8852617,"[(17, 'Prince St'), (20, 'City Hall'), (103, 'Bowery'), (622, 'Chambers St'), (409, 'Spring St'), (622, 'Brooklyn Bridge-City Hall')]"
11,A047,"(40.71328, -74.00698)",40.71328,-74.00698,"(20, 'City Hall')",M,"R,W",973887,"[(623, 'Canal St'), (624, 'Cortlandt St')]"
12,A054,"(40.70722, -74.01334)",40.70722,-74.01334,"(22, 'Rector St')",M,"R,W",978780,"[(624, 'Cortlandt St'), (635, 'Whitehall St-South Ferry')]"
13,A064,"(40.72028, -73.99391)",40.72028,-73.99391,"(103, 'Bowery')",M,"J,Z",768289,"[(625, 'Delancey St-Essex St'), (623, 'Canal St')]"
14,A069,"(40.71324, -74.0034)",40.71324,-74.0034,"(622, 'Chambers St')",M,"J,5,Z,4,,6",5188900,"[(623, 'Canal St'), (628, 'Fulton St')]"
15,A083,"(40.70647, -74.01105)",40.70647,-74.01105,"(107, 'Broad St')",M,"J,Z",1080082,"[(628, 'Fulton St')]"
16,B004,"(40.67705, -73.97237)",40.67705,-73.97237,"(41, '7 Av')",BK,"Q,B",1950168,"[(617, 'Atlantic Av-Barclays Ctr'), (42, 'Prospect Park')]"
17,B009,"(40.67477, -73.95763)",40.67477,-73.95763,"(141, 'Park Pl')",BK,S,329942,"[(627, 'Franklin Av'), (626, 'Botanic Garden')]"
18,B013,"(40.66161, -73.96225)",40.66161,-73.96225,"(42, 'Prospect Park')",BK,"Q,S,B",2151031,"[(41, '7 Av'), (43, 'Parkside Av')]"
19,B014,"(40.65529, -73.96149)",40.65529,-73.96149,"(43, 'Parkside Av')",BK,Q,1278500,"[(42, 'Prospect Park'), (44, 'Church Av')]"
20,B016,"(40.65053, -73.96298)",40.65053,-73.96298,"(44, 'Church Av')",BK,"Q,B",3074675,"[(43, 'Parkside Av'), (45, 'Beverley Rd')]"
21,B017,"(40.64403, -73.96449)",40.64403,-73.96449,"(45, 'Beverley Rd')",BK,Q,758771,"[(44, 'Church Av'), (46, 'Cortelyou Rd')]"
22,B018,"(40.64093, -73.96389)",40.64093,-73.96389,"(46, 'Cortelyou Rd')",BK,Q,1245394,"[(45, 'Beverley Rd'), (47, 'Newkirk Plaza')]"
23,B019,"(40.63508, -73.96279)",40.63508,-73.96279,"(47, 'Newkirk Plaza')",BK,"Q,B",2060854,"[(46, 'Cortelyou Rd'), (48, 'Avenue H')]"
24,B020,"(40.62927, -73.96164)",40.62927,-73.96164,"(48, 'Avenue H')",BK,Q,618607,"[(47, 'Newkirk Plaza'), (49, 'Avenue J')]"
25,B021,"(40.62504, -73.9608)",40.62504,-73.9608,"(49, 'Avenue J')",BK,Q,1138567,"[(48, 'Avenue H'), (50, 'Avenue M')]"
26,B022,"(40.61762, -73.9594)",40.61762,-73.9594,"(50, 'Avenue M')",BK,Q,1149063,"[(49, 'Avenue J'), (51, 'Kings Hwy')]"
27,B024,"(40.60867, -73.95773)",40.60867,-73.95773,"(51, 'Kings Hwy')",BK,"Q,B",3968676,"[(50, 'Avenue M'), (52, 'Avenue U')]"
28,B025,"(40.5993, -73.95593)",40.5993,-73.95593,"(52, 'Avenue U')",BK,Q,1453513,"[(51, 'Kings Hwy'), (53, 'Neck Rd')]"
29,B026,"(40.59525, -73.95516)",40.59525,-73.95516,"(53, 'Neck Rd')",BK,Q,855036,"[(52, 'Avenue U'), (54, 'Sheepshead Bay')]"
30,B027,"(40.58689, -73.95415)",40.58689,-73.95415,"(54, 'Sheepshead Bay')",BK,"Q,B",2586491,"[(53, 'Neck Rd'), (55, 'Brighton Beach')]"
31,B029,"(40.57762, -73.96137)",40.57762,-73.96137,"(55, 'Brighton Beach')",BK,"Q,B",2350264,"[(54, 'Sheepshead Bay'), (56, 'Ocean Pkwy')]"
32,B032,"(40.57631, -73.9685)",40.57631,-73.9685,"(56, 'Ocean Pkwy')",BK,Q,681394,"[(55, 'Brighton Beach'), (57, 'W 8 St-NY Aquarium')]"
33,C008,"(40.69064, -73.98183)",40.69064,-73.98183,"(26, 'DeKalb Av')",BK,"R,Q,B",4046423,"[(636, 'Jay St-MetroTech'), (617, 'Atlantic Av-Barclays Ctr')]"
34,C010,"(40.67731, -73.98311)",40.67731,-73.98311,"(28, 'Union St')",BK,R,1489597,"[(617, 'Atlantic Av-Barclays Ctr'), (608, '4 Av-9 St')]"
35,C012,"(40.67085, -73.9883)",40.67085,-73.9883,"(608, '4 Av-9 St')",BK,"F,R,G,",2620923,"[(28, 'Union St'), (30, 'Prospect Av'), (238, 'Smith-9 Sts'), (240, '7 Av')]"
36,C014,"(40.66541, -73.99287)",40.66541,-73.99287,"(30, 'Prospect Av')",BK,R,1195885,"[(608, '4 Av-9 St'), (31, '25 St')]"
37,C016,"(40.6604, -73.99809)",40.6604,-73.99809,"(31, '25 St')",BK,R,764941,"[(30, 'Prospect Av'), (32, '36 St')]"
38,C018,"(40.65514, -74.00355)",40.65514,-74.00355,"(32, '36 St')",BK,"N,R,D",3264079,"[(31, '25 St'), (33, '45 St')]"
39,C019,"(40.64894, -74.01001)",40.64894,-74.01001,"(33, '45 St')",BK,R,1616474,"[(32, '36 St'), (34, '53 St')]"
40,C020,"(40.64507, -74.01403)",40.64507,-74.01403,"(34, '53 St')",BK,R,1866333,"[(33, '45 St'), (35, '59 St')]"
41,C021,"(40.64136, -74.01788)",40.64136,-74.01788,"(35, '59 St')",BK,"N,R",2641442,"[(34, '53 St'), (36, 'Bay Ridge Av')]"
42,C023,"(40.63497, -74.02338)",40.63497,-74.02338,"(36, 'Bay Ridge Av')",BK,R,1536734,"[(35, '59 St'), (37, '77 St')]"
43,C024,"(40.62974, -74.02551)",40.62974,-74.02551,"(37, '77 St')",BK,R,1041306,"[(36, 'Bay Ridge Av'), (38, '86 St')]"
44,C025,"(40.62269, -74.0284)",40.62269,-74.0284,"(38, '86 St')",BK,R,2321091,"[(37, '77 St'), (39, 'Bay Ridge-95 St')]"
45,C027,"(40.61662, -74.03088)",40.61662,-74.03088,"(39, 'Bay Ridge-95 St')",BK,R,1055522,"[(38, '86 St')]"
46,D002,"(40.63506, -74.01172)",40.63506,-74.01172,"(72, 'Fort Hamilton Pkwy')",BK,N,2358749,"[(71, '8 Av'), (615, 'New Utrecht Av')]"
48,D008,"(40.62067, -73.99042)",40.62067,-73.99042,"(74, '18 Av')",BK,N,1096000,"[(615, 'New Utrecht Av'), (75, '20 Av')]"
49,D009,"(40.61741, -73.98502)",40.61741,-73.98502,"(75, '20 Av')",BK,N,839800,"[(74, '18 Av'), (76, 'Bay Pkwy')]"
50,D010,"(40.61182, -73.98185)",40.61182,-73.98185,"(76, 'Bay Pkwy')",BK,N,1505458,"[(75, '20 Av'), (77, 'Kings Hwy')]"
51,D012,"(40.60392, -73.98035)",40.60392,-73.98035,"(77, 'Kings Hwy')",BK,N,1145003,"[(76, 'Bay Pkwy'), (78, 'Avenue U')]"
52,D015,"(40.59747, -73.97913)",40.59747,-73.97913,"(78, 'Avenue U')",BK,N,791909,"[(77, 'Kings Hwy'), (79, '86 St')]"
53,D016,"(40.59272, -73.97823)",40.59272,-73.97823,"(79, '86 St')",BK,N,535776,"[(78, 'Avenue U')]"
54,E001,"(40.64629, -73.99432)",40.64629,-73.99432,"(60, 'Fort Hamilton Pkwy')",BK,D,1212337,"[(59, '9 Av'), (61, '50 St')]"
56,E004,"(40.63626, -73.99479)",40.63626,-73.99479,"(61, '50 St')",BK,D,719878,"[(60, 'Fort Hamilton Pkwy'), (62, '55 St')]"
57,E005,"(40.63144, -73.99548)",40.63144,-73.99548,"(62, '55 St')",BK,D,403483,"[(61, '50 St'), (615, '62 St')]"
58,E006,"(40.62647, -73.99635)",40.62647,-73.99635,"(615, '62 St')",BK,"N,,D",1083870,"[(62, '55 St'), (64, '71 St')]"
59,E009,"(40.61959, -73.99886)",40.61959,-73.99886,"(64, '71 St')",BK,D,1031289,"[(615, '62 St'), (65, '79 St')]"
60,E011,"(40.6135, -74.00061)",40.6135,-74.00061,"(65, '79 St')",BK,D,1268790,"[(64, '71 St'), (66, '18 Av')]"
61,E012,"(40.60795, -74.00174)",40.60795,-74.00174,"(66, '18 Av')",BK,D,1265912,"[(65, '79 St'), (67, '20 Av')]"
62,E013,"(40.60456, -73.99817)",40.60456,-73.99817,"(67, '20 Av')",BK,D,1046509,"[(66, '18 Av'), (68, 'Bay Pkwy')]"
63,E014,"(40.60188, -73.99373)",40.60188,-73.99373,"(68, 'Bay Pkwy')",BK,D,1601611,"[(67, '20 Av'), (69, '25 Av')]"
64,E015,"(40.59771, -73.98683)",40.59771,-73.98683,"(69, '25 Av')",BK,D,900437,"[(68, 'Bay Pkwy'), (70, 'Bay 50 St')]"
65,E016,"(40.58884, -73.98376)",40.58884,-73.98376,"(70, 'Bay 50 St')",BK,D,570569,"[(69, '25 Av')]"
66,G009,"(40.57742, -73.98123)",40.57742,-73.98123,"(58, 'Coney Island-Stillwell Av')",BK,"F,N,Q,D",3076719,"[(57, 'W 8 St-NY Aquarium')]"
67,G011,"(40.57613, -73.97594)",40.57613,-73.97594,"(57, 'W 8 St-NY Aquarium')",BK,"F,Q",597066,"[(56, 'Ocean Pkwy'), (58, 'Coney Island-Stillwell Av')]"
68,H006,"(40.73285, -73.98612)",40.73285,-73.98612,"(118, '3 Av')",M,L,1454562,"[(602, '14 St-Union Sq'), (119, '1 Av')]"
69,H007,"(40.73095, -73.98163)",40.73095,-73.98163,"(119, '1 Av')",M,L,5402762,"[(118, '3 Av'), (120, 'Bedford Av')]"
70,H009,"(40.7173, -73.95687)",40.7173,-73.95687,"(120, 'Bedford Av')",BK,L,7324227,"[(119, '1 Av'), (629, 'Lorimer St')]"
71,H012,"(40.71406, -73.95027)",40.71406,-73.95027,"(629, 'Lorimer St')",BK,"G,,L",3510463,"[(120, 'Bedford Av'), (122, 'Graham Av')]"
72,H013,"(40.71457, -73.94405)",40.71457,-73.94405,"(122, 'Graham Av')",BK,L,1950857,"[(629, 'Lorimer St'), (123, 'Grand St')]"
73,H015,"(40.71193, -73.94067)",40.71193,-73.94067,"(123, 'Grand St')",BK,L,1428619,"[(122, 'Graham Av'), (124, 'Montrose Av')]"
74,H017,"(40.70774, -73.93985)",40.70774,-73.93985,"(124, 'Montrose Av')",BK,L,1521516,"[(123, 'Grand St'), (125, 'Morgan Av')]"
75,H019,"(40.70615, -73.93314)",40.70615,-73.93314,"(125, 'Morgan Av')",BK,L,1577008,"[(124, 'Montrose Av'), (126, 'Jefferson St')]"
76,H022,"(40.70661, -73.92291)",40.70661,-73.92291,"(126, 'Jefferson St')",BK,L,1788301,"[(125, 'Morgan Av'), (127, 'DeKalb Av')]"
77,H023,"(40.70381, -73.91843)",40.70381,-73.91843,"(127, 'DeKalb Av')",BK,L,2489686,"[(126, 'Jefferson St'), (630, 'Myrtle-Wyckoff Avs')]"
78,H026,"(40.69981, -73.91158)",40.69981,-73.91158,"(630, 'Myrtle-Wyckoff Avs')",BK,"M,L",4435156,"[(111, 'Seneca Av'), (113, 'Knickerbocker Av'), (127, 'DeKalb Av'), (129, 'Halsey St')]"
79,H028,"(40.6956, -73.90408)",40.6956,-73.90408,"(129, 'Halsey St')",BK,L,1636716,"[(630, 'Myrtle-Wyckoff Avs'), (130, 'Wilson Av')]"
80,H032,"(40.68876, -73.90405)",40.68876,-73.90405,"(130, 'Wilson Av')",BK,L,928090,"[(129, 'Halsey St'), (131, 'Bushwick Av-Aberdeen St')]"
81,H033,"(40.68283, -73.90525)",40.68283,-73.90525,"(131, 'Bushwick Av-Aberdeen St')",BK,L,524203,"[(130, 'Wilson Av'), (621, 'Broadway Junction')]"
82,H035,"(40.67535, -73.9031)",40.67535,-73.9031,"(133, 'Atlantic Av')",BK,L,343232,"[(621, 'Broadway Junction'), (134, 'Sutter Av')]"
83,H037,"(40.66937, -73.90198)",40.66937,-73.90198,"(134, 'Sutter Av')",BK,L,507724,"[(133, 'Atlantic Av'), (135, 'Livonia Av')]"
84,H038,"(40.66404, -73.90057)",40.66404,-73.90057,"(135, 'Livonia Av')",BK,L,548114,"[(134, 'Sutter Av'), (136, 'New Lots Av')]"
85,H039,"(40.65873, -73.89923)",40.65873,-73.89923,"(136, 'New Lots Av')",BK,L,725989,"[(135, 'Livonia Av'), (137, 'East 105 St')]"
86,H040,"(40.65057, -73.89948)",40.65057,-73.89948,"(137, 'East 105 St')",BK,L,551190,"[(136, 'New Lots Av'), (138, 'Canarsie-Rockaway Pkwy')]"
87,H041,"(40.64665, -73.90185)",40.64665,-73.90185,"(138, 'Canarsie-Rockaway Pkwy')",BK,L,824102,"[(137, 'East 105 St')]"
88,J001,"(40.70836, -73.95776)",40.70836,-73.95776,"(101, 'Marcy Av')",BK,"M,J,Z",2612461,"[(100, 'Hewes St'), (625, 'Delancey St-Essex St')]"
89,J003,"(40.70687, -73.95343)",40.70687,-73.95343,"(100, 'Hewes St')",BK,"M,J",572067,"[(99, 'Lorimer St'), (101, 'Marcy Av')]"
90,J005,"(40.70387, -73.94741)",40.70387,-73.94741,"(99, 'Lorimer St')",BK,"M,J",832697,"[(98, 'Flushing Av'), (100, 'Hewes St')]"
91,J007,"(40.70026, -73.94112)",40.70026,-73.94112,"(98, 'Flushing Av')",BK,"M,J",1498629,"[(97, 'Myrtle Av'), (99, 'Lorimer St')]"
92,J009,"(40.69721, -73.93565)",40.69721,-73.93565,"(97, 'Myrtle Av')",BK,"M,J,Z",2176692,"[(96, 'Kosciuszko St'), (98, 'Flushing Av')]"
93,J012,"(40.69334, -73.92882)",40.69334,-73.92882,"(96, 'Kosciuszko St')",BK,J,1059955,"[(95, 'Gates Av'), (97, 'Myrtle Av')]"
94,J013,"(40.68963, -73.92227)",40.68963,-73.92227,"(95, 'Gates Av')",BK,"J,Z",1327552,"[(94, 'Halsey St'), (96, 'Kosciuszko St')]"
95,J016,"(40.68637, -73.91656)",40.68637,-73.91656,"(94, 'Halsey St')",BK,J,1111920,"[(93, 'Chauncey St'), (95, 'Gates Av')]"
96,J017,"(40.68289, -73.91045)",40.68289,-73.91045,"(93, 'Chauncey St')",BK,"J,Z",574934,"[(621, 'Broadway Junction'), (94, 'Halsey St')]"
97,J020,"(40.67699, -73.89865)",40.67699,-73.89865,"(91, 'Alabama Av')",BK,J,387390,"[(90, 'Van Siclen Av'), (621, 'Broadway Junction')]"
98,J021,"(40.67802, -73.89169)",40.67802,-73.89169,"(90, 'Van Siclen Av')",BK,"J,Z",505398,"[(89, 'Cleveland St'), (91, 'Alabama Av')]"
99,J022,"(40.67995, -73.88464)",40.67995,-73.88464,"(89, 'Cleveland St')",BK,J,461848,"[(88, 'Norwood Av'), (90, 'Van Siclen Av')]"
100,J023,"(40.68141, -73.88004)",40.68141,-73.88004,"(88, 'Norwood Av')",BK,"J,Z",505601,"[(87, 'Crescent St'), (89, 'Cleveland St')]"
101,J024,"(40.68319, -73.87379)",40.68319,-73.87379,"(87, 'Crescent St')",BK,"J,Z",776268,"[(86, 'Cypress Hills'), (88, 'Norwood Av')]"
102,J025,"(40.68994, -73.87255)",40.68994,-73.87255,"(86, 'Cypress Hills')",BK,J,268012,"[(85, '75 St-Elderts Ln'), (87, 'Crescent St')]"
103,J028,"(40.69132, -73.86714)",40.69132,-73.86714,"(85, '75 St-Elderts Ln')",Q,"J,Z",647208,"[(84, '85 St-Forest Pkwy'), (86, 'Cypress Hills')]"
104,J030,"(40.69244, -73.86001)",40.69244,-73.86001,"(84, '85 St-Forest Pkwy')",Q,J,696213,"[(83, 'Woodhaven Blvd'), (85, '75 St-Elderts Ln')]"
105,J031,"(40.69388, -73.85158)",40.69388,-73.85158,"(83, 'Woodhaven Blvd')",Q,"J,Z",858679,"[(82, '104 St'), (84, '85 St-Forest Pkwy')]"
106,J034,"(40.69518, -73.84433)",40.69518,-73.84433,"(82, '104 St')",Q,"J,Z",501615,"[(81, '111 St'), (83, 'Woodhaven Blvd')]"
107,J035,"(40.69742, -73.83634)",40.69742,-73.83634,"(81, '111 St')",Q,J,421605,"[(80, '121 St'), (82, '104 St')]"
109,K017,"(40.69786, -73.9274)",40.69786,-73.9274,"(114, 'Central Av')",BK,M,808180,"[(113, 'Knickerbocker Av')]"
110,K019,"(40.69867, -73.91971)",40.69867,-73.91971,"(113, 'Knickerbocker Av')",BK,M,824432,"[(630, 'Myrtle-Wyckoff Avs'), (114, 'Central Av')]"
111,K022,"(40.70276, -73.90774)",40.70276,-73.90774,"(111, 'Seneca Av')",Q,M,545814,"[(110, 'Forest Av'), (630, 'Myrtle-Wyckoff Avs')]"
112,K024,"(40.70442, -73.90308)",40.70442,-73.90308,"(110, 'Forest Av')",Q,M,871852,"[(109, 'Fresh Pond Rd'), (111, 'Seneca Av')]"
113,K025,"(40.70618, -73.89587)",40.70618,-73.89587,"(109, 'Fresh Pond Rd')",Q,M,1172192,"[(108, 'Middle Village-Metropolitan Av'), (110, 'Forest Av')]"
115,N002A,"(40.86807, -73.9199)",40.86807,-73.9199,"(298, '207 St')",M,A,1590435,"[(297, '215 St'), (299, 'Dyckman St')]"
116,N003,"(40.86549, -73.92727)",40.86549,-73.92727,"(144, 'Dyckman St')",M,A,1224728,"[(143, 'Inwood-207 St'), (145, '190 St')]"
117,N006A,"(40.85902, -73.93418)",40.85902,-73.93418,"(145, '190 St')",M,A,793425,"[(144, 'Dyckman St'), (146, '181 St')]"
118,N007A,"(40.8517, -73.93797)",40.8517,-73.93797,"(146, '181 St')",M,A,1890819,"[(145, '190 St'), (147, '175 St')]"
119,N010,"(40.84739, -73.9397)",40.84739,-73.9397,"(147, '175 St')",M,A,2143061,"[(146, '181 St'), (605, '168 St')]"
120,N016A,"(40.83601, -73.9399)",40.83601,-73.9399,"(149, '163 St-Amsterdam Av')",M,C,788243,"[(605, '168 St'), (150, '155 St')]"
121,N017,"(40.83052, -73.94151)",40.83052,-73.94151,"(150, '155 St')",M,C,494385,"[(149, '163 St-Amsterdam Av'), (151, '145 St')]"
122,N019,"(40.82478, -73.94421)",40.82478,-73.94421,"(151, '145 St')",M,"C,B,A,D",4323825,"[(150, '155 St'), (152, '135 St')]"
123,N024,"(40.81789, -73.94765)",40.81789,-73.94765,"(152, '135 St')",M,"C,B",1039131,"[(151, '145 St'), (153, '125 St')]"
124,N026,"(40.81111, -73.95235)",40.81111,-73.95235,"(153, '125 St')",M,"C,B,A,D",5297060,"[(152, '135 St'), (154, '116 St')]"
125,N030,"(40.80508, -73.95488)",40.80508,-73.95488,"(154, '116 St')",M,"C,B",1386193,"[(153, '125 St'), (155, 'Cathedral Pkwy (110 St)')]"
126,N035,"(40.8006, -73.95816)",40.8006,-73.95816,"(155, 'Cathedral Pkwy (110 St)')",M,"C,B",1546620,"[(154, '116 St'), (156, '103 St')]"
127,N037,"(40.79609, -73.96146)",40.79609,-73.96146,"(156, '103 St')",M,"C,B",934621,"[(155, 'Cathedral Pkwy (110 St)'), (157, '96 St')]"
128,N040,"(40.79164, -73.9647)",40.79164,-73.9647,"(157, '96 St')",M,"C,B",1870488,"[(156, '103 St'), (158, '86 St')]"
129,N043,"(40.78587, -73.96892)",40.78587,-73.96892,"(158, '86 St')",M,"C,B",2119281,"[(157, '96 St'), (159, '81 St-Museum of Natural History')]"
130,N044,"(40.78143, -73.97215)",40.78143,-73.97215,"(159, '81 St-Museum of Natural History')",M,"C,B",2843123,"[(158, '86 St'), (160, '72 St')]"
131,N046,"(40.77559, -73.97641)",40.77559,-73.97641,"(160, '72 St')",M,"C,B",1932224,"[(159, '81 St-Museum of Natural History'), (614, '59 St-Columbus Circle')]"
132,N049,"(40.7683, -73.98174)",40.7683,-73.98174,"(614, '59 St-Columbus Circle')",M,"C,1,B,A,D",14073197,"[(160, '72 St'), (162, '50 St'), (314, '66 St-Lincoln Center'), (316, '50 St')]"
133,N056,"(40.76245, -73.98598)",40.76245,-73.98598,"(162, '50 St')",M,"C,E",4203004,"[(614, '59 St-Columbus Circle'), (611, '42 St-Port Authority Bus Terminal')]"
134,N060,"(40.75731, -73.98196)",40.75731,-73.98196,"(225, '47-50 Sts-Rockefeller Ctr')",M,"3,C,1,2,S,7,F,M,E,N,R,Q,,B,W,A,D",45796626,"[(224, '57 St'), (609, '42 St-Bryant Pk')]"
135,N070,"(40.75229, -73.99339)",40.75229,-73.99339,"(164, '34 St-Penn Station')",M,"C,E,A",14845400,"[(611, '42 St-Port Authority Bus Terminal'), (165, '23 St')]"
136,N076,"(40.74591, -73.99804)",40.74591,-73.99804,"(165, '23 St')",M,"C,E",3928208,"[(164, '34 St-Penn Station'), (618, '14 St')]"
137,N078,"(40.74089, -74.00169)",40.74089,-74.00169,"(618, '14 St')",M,"C,E,,A,L",9433101,"[(165, '23 St'), (167, 'W 4 St-Wash Sq')]"
138,N080,"(40.73234, -74.0005)",40.73234,-74.0005,"(167, 'W 4 St-Wash Sq')",M,"F,M,C,E,B,A,D",8394640,"[(618, '14 St'), (167, 'W 4 St-Wash Sq'), (168, 'Spring St')]"
139,N086,"(40.72623, -74.00374)",40.72623,-74.00374,"(168, 'Spring St')",M,"C,E",2540619,"[(167, 'W 4 St-Wash Sq'), (169, 'Canal St')]"
140,N089,"(40.72083, -74.00523)",40.72083,-74.00523,"(169, 'Canal St')",M,"C,E,A",3344634,"[(168, 'Spring St'), (624, 'Chambers St'), (624, 'World Trade Center')]"
141,N094,"(40.71411, -74.00858)",40.71411,-74.00858,"(624, 'Chambers St')",M,"3,C,E,2,R,,A,W",10509479,"[(169, 'Canal St'), (628, 'Fulton St')]"
