,station_complex_id,location,Latitude,Longitude,Nearest_Stop,borough,routes,ridership,Connections
277,R168,"(40.79392, -73.97232)",40.79392,-73.97232,"(310, '96 St')",M,"3,1,2",7196838,"[(309, '103 St'), (311, '86 St')]"
278,R170,"(40.79945, -73.96838)",40.79945,-73.96838,"(309, '103 St')",M,1,2623471,"[(308, 'Cathedral Pkwy (110 St)'), (310, '96 St')]"
279,R172,"(40.80397, -73.96685)",40.80397,-73.96685,"(308, 'Cathedral Pkwy (110 St)')",M,1,2662737,"[(307, '116 St-Columbia University'), (309, '103 St')]"
280,R173,"(40.80772, -73.96411)",40.80772,-73.96411,"(307, '116 St-Columbia University')",M,1,2979011,"[(306, '125 St'), (308, 'Cathedral Pkwy (110 St)')]"
281,R174,"(40.81558, -73.95837)",40.81558,-73.95837,"(306, '125 St')",M,1,1808101,"[(305, '137 St-City College'), (307, '116 St-Columbia University')]"
282,R176,"(40.82201, -73.95367)",40.82201,-73.95367,"(305, '137 St-City College')",M,1,2596411,"[(304, '145 St'), (306, '125 St')]"
283,R178,"(40.82655, -73.95036)",40.82655,-73.95036,"(304, '145 St')",M,1,2059736,"[(303, '157 St'), (305, '137 St-City College')]"
284,R180,"(40.83404, -73.94489)",40.83404,-73.94489,"(303, '157 St')",M,1,2246275,"[(605, '168 St-Washington Hts'), (304, '145 St')]"
285,R182,"(40.84072, -73.93956)",40.84072,-73.93956,"(605, '168 St')",M,"C,1,A",4768980,"[(147, '175 St'), (149, '163 St-Amsterdam Av')]"
286,R183,"(40.84951, -73.93359)",40.84951,-73.93359,"(301, '181 St')",M,1,2014114,"[(300, '191 St'), (605, '168 St-Washington Hts')]"
287,R185,"(40.85522, -73.92941)",40.85522,-73.92941,"(300, '191 St')",M,1,1554594,"[(299, 'Dyckman St'), (301, '181 St')]"
288,R186,"(40.86053, -73.92554)",40.86053,-73.92554,"(299, 'Dyckman St')",M,1,1477326,"[(298, '207 St'), (300, '191 St')]"
290,R190,"(40.86945, -73.91528)",40.86945,-73.91528,"(297, '215 St')",M,1,430466,"[(296, 'Marble Hill-225 St'), (298, '207 St')]"
291,R192,"(40.87456, -73.90983)",40.87456,-73.90983,"(296, 'Marble Hill-225 St')",M,1,1037756,"[(295, '231 St'), (297, '215 St')]"
292,R194,"(40.87886, -73.90483)",40.87886,-73.90483,"(295, '231 St')",BX,1,1842980,"[(294, '238 St'), (296, 'Marble Hill-225 St')]"
293,R196,"(40.88467, -73.90087)",40.88467,-73.90087,"(294, '238 St')",BX,1,897846,"[(293, 'Van Cortlandt Park-242 St'), (295, '231 St')]"
295,R201,"(40.70482, -74.01407)",40.70482,-74.01407,"(414, 'Bowling Green')",M,"5,4",4444543,"[(413, 'Wall St'), (620, 'Borough Hall')]"
296,R203,"(40.70756, -74.01186)",40.70756,-74.01186,"(413, 'Wall St')",M,"5,4",2796478,"[(628, 'Fulton St'), (414, 'Bowling Green')]"
297,R215,"(40.7223, -73.99714)",40.7223,-73.99714,"(409, 'Spring St')",M,6,2584001,"[(619, 'Bleecker St'), (623, 'Canal St')]"
298,R217,"(40.72591, -73.99466)",40.72591,-73.99466,"(619, 'Bleecker St')",M,"F,M,B,,D,6",7951876,"[(407, 'Astor Pl'), (409, 'Spring St')]"
299,R219,"(40.73005, -73.99107)",40.73005,-73.99107,"(407, 'Astor Pl')",M,6,3281566,"[(602, '14 St-Union Sq'), (619, 'Bleecker St')]"
300,R226,"(40.73986, -73.9866)",40.73986,-73.9866,"(405, '23 St')",M,6,4897247,"[(404, '28 St'), (602, '14 St-Union Sq')]"
301,R228,"(40.74307, -73.98426)",40.74307,-73.98426,"(404, '28 St')",M,6,3738556,"[(403, '33 St'), (405, '23 St')]"
302,R231,"(40.74608, -73.98208)",40.74608,-73.98208,"(403, '33 St')",M,6,4956885,"[(610, 'Grand Central-42 St'), (404, '28 St')]"
303,R238,"(40.75178, -73.97684)",40.75178,-73.97684,"(610, 'Grand Central-42 St')",M,"5,S,4,7,6",24057336,"[(612, '51 St'), (403, '33 St'), (464, 'Vernon Blvd-Jackson Av'), (609, '5 Av')]"
304,R246,"(40.76814, -73.96387)",40.76814,-73.96387,"(399, '68 St-Hunter College')",M,6,4339088,"[(398, '77 St'), (613, '59 St')]"
305,R247,"(40.77362, -73.95988)",40.77362,-73.95988,"(398, '77 St')",M,6,5416181,"[(397, '86 St'), (399, '68 St-Hunter College')]"
306,R249,"(40.77949, -73.95559)",40.77949,-73.95559,"(397, '86 St')",M,"5,4,6",8932145,"[(396, '96 St'), (398, '77 St')]"
308,R252,"(40.7906, -73.94748)",40.7906,-73.94748,"(395, '103 St')",M,6,2502815,"[(394, '110 St'), (396, '96 St')]"
309,R254,"(40.79502, -73.94425)",40.79502,-73.94425,"(394, '110 St')",M,6,2066455,"[(393, '116 St'), (395, '103 St')]"
310,R256,"(40.79863, -73.94162)",40.79863,-73.94162,"(393, '116 St')",M,6,2805735,"[(392, '125 St'), (394, '110 St')]"
311,R258,"(40.80414, -73.93759)",40.80414,-73.93759,"(392, '125 St')",M,"5,4,6",4571362,"[(391, '138 St-Grand Concourse'), (393, '116 St')]"
312,R259,"(40.81322, -73.92985)",40.81322,-73.92985,"(391, '138 St-Grand Concourse')",BX,"5,4",768544,"[(603, '149 St-Grand Concourse'), (392, '125 St')]"
313,R261,"(40.81837, -73.92735)",40.81837,-73.92735,"(603, '149 St-Grand Concourse')",BX,"2,5,4",2055967,"[(604, '161 St-Yankee Stadium'), (391, '138 St-Grand Concourse'), (434, '3 Av-149 St')]"
314,R283,"(40.83554, -73.9214)",40.83554,-73.9214,"(388, '167 St')",BX,4,1858335,"[(387, '170 St'), (604, '161 St-Yankee Stadium')]"
315,R284,"(40.84008, -73.91779)",40.84008,-73.91779,"(387, '170 St')",BX,4,1514027,"[(386, 'Mt Eden Av'), (388, '167 St')]"
316,R285,"(40.84443, -73.91469)",40.84443,-73.91469,"(386, 'Mt Eden Av')",BX,4,991103,"[(385, '176 St'), (387, '170 St')]"
317,R286,"(40.84848, -73.9118)",40.84848,-73.9118,"(385, '176 St')",BX,4,1057768,"[(384, 'Burnside Av'), (386, 'Mt Eden Av')]"
318,R287,"(40.85345, -73.90768)",40.85345,-73.90768,"(384, 'Burnside Av')",BX,4,1836485,"[(383, '183 St'), (385, '176 St')]"
319,R288,"(40.85841, -73.90388)",40.85841,-73.90388,"(383, '183 St')",BX,4,1192040,"[(382, 'Fordham Rd'), (384, 'Burnside Av')]"
320,R289,"(40.8628, -73.90103)",40.8628,-73.90103,"(382, 'Fordham Rd')",BX,4,2085841,"[(381, 'Kingsbridge Rd'), (383, '183 St')]"
321,R290,"(40.86776, -73.89717)",40.86776,-73.89717,"(381, 'Kingsbridge Rd')",BX,4,1809873,"[(380, 'Bedford Park Blvd-Lehman College'), (382, 'Fordham Rd')]"
322,R291,"(40.87341, -73.89006)",40.87341,-73.89006,"(380, 'Bedford Park Blvd-Lehman College')",BX,4,1113463,"[(379, 'Mosholu Pkwy'), (381, 'Kingsbridge Rd')]"
323,R293,"(40.87975, -73.88466)",40.87975,-73.88466,"(379, 'Mosholu Pkwy')",BX,4,1672408,"[(378, 'Woodlawn'), (380, 'Bedford Park Blvd-Lehman College')]"
325,R301,"(40.79908, -73.95182)",40.79908,-73.95182,"(441, 'Central Park North (110 St)')",M,"3,2",1498038,"[(440, '116 St')]"
326,R302,"(40.8021, -73.94962)",40.8021,-73.94962,"(440, '116 St')",M,"3,2",1944556,"[(439, '125 St'), (441, 'Central Park North (110 St)')]"
327,R304,"(40.80775, -73.9455)",40.80775,-73.9455,"(439, '125 St')",M,"3,2",2571052,"[(438, '135 St'), (440, '116 St')]"
328,R306,"(40.81423, -73.94077)",40.81423,-73.94077,"(438, '135 St')",M,"3,2",2286065,"[(437, '145 St'), (439, '125 St')]"
329,R308,"(40.82042, -73.93625)",40.82042,-73.93625,"(437, '145 St')",M,3,598592,"[(436, 'Harlem-148 St'), (438, '135 St')]"
331,R310,"(40.81611, -73.91776)",40.81611,-73.91776,"(434, '3 Av-149 St')",BX,"2,5",3363252,"[(433, 'Jackson Av'), (603, '149 St-Grand Concourse')]"
332,R312,"(40.81649, -73.90781)",40.81649,-73.90781,"(433, 'Jackson Av')",BX,"2,5",954405,"[(432, 'Prospect Av'), (434, '3 Av-149 St')]"
333,R314,"(40.81958, -73.90177)",40.81958,-73.90177,"(432, 'Prospect Av')",BX,"2,5",1253392,"[(431, 'Intervale Av'), (433, 'Jackson Av')]"
334,R316,"(40.82218, -73.89674)",40.82218,-73.89674,"(431, 'Intervale Av')",BX,"2,5",591272,"[(430, 'Simpson St'), (432, 'Prospect Av')]"
335,R318,"(40.82407, -73.89307)",40.82407,-73.89307,"(430, 'Simpson St')",BX,"2,5",1430797,"[(429, 'Freeman St'), (431, 'Intervale Av')]"
336,R320,"(40.82999, -73.89187)",40.82999,-73.89187,"(429, 'Freeman St')",BX,"2,5",838392,"[(428, '174 St'), (430, 'Simpson St')]"
337,R322,"(40.83729, -73.88773)",40.83729,-73.88773,"(428, '174 St')",BX,"2,5",1147050,"[(427, 'West Farms Sq-E Tremont Av'), (429, 'Freeman St')]"
338,R323,"(40.84029, -73.88005)",40.84029,-73.88005,"(427, 'West Farms Sq-E Tremont Av')",BX,"2,5",1108246,"[(426, 'E 180 St'), (428, '174 St')]"
339,R325,"(40.84189, -73.87349)",40.84189,-73.87349,"(426, 'E 180 St')",BX,"2,5",1493851,"[(425, 'Bronx Park East'), (427, 'West Farms Sq-E Tremont Av')]"
340,R326,"(40.84883, -73.86845)",40.84883,-73.86845,"(425, 'Bronx Park East')",BX,"2,5",468756,"[(424, 'Pelham Pkwy'), (426, 'E 180 St')]"
341,R328,"(40.85719, -73.86761)",40.85719,-73.86761,"(424, 'Pelham Pkwy')",BX,"2,5",1434664,"[(423, 'Allerton Av'), (425, 'Bronx Park East')]"
342,R329,"(40.86546, -73.86736)",40.86546,-73.86736,"(423, 'Allerton Av')",BX,"2,5",901914,"[(422, 'Burke Av'), (424, 'Pelham Pkwy')]"
343,R330,"(40.87136, -73.86716)",40.87136,-73.86716,"(422, 'Burke Av')",BX,"2,5",552149,"[(421, 'Gun Hill Rd'), (423, 'Allerton Av')]"
344,R331,"(40.87785, -73.86626)",40.87785,-73.86626,"(421, 'Gun Hill Rd')",BX,"2,5",1151668,"[(420, '219 St'), (422, 'Burke Av')]"
345,R332,"(40.8839, -73.86263)",40.8839,-73.86263,"(420, '219 St')",BX,"2,5",529608,"[(419, '225 St'), (421, 'Gun Hill Rd')]"
346,R333,"(40.88802, -73.86034)",40.88802,-73.86034,"(419, '225 St')",BX,"2,5",618222,"[(418, '233 St'), (420, '219 St')]"
347,R334,"(40.89319, -73.85748)",40.89319,-73.85748,"(418, '233 St')",BX,"2,5",850244,"[(417, 'Nereid Av'), (419, '225 St')]"
348,R335,"(40.89838, -73.85438)",40.89838,-73.85438,"(417, 'Nereid Av')",BX,"2,5",593065,"[(416, 'Wakefield-241 St'), (418, '233 St')]"
350,R401,"(40.81047, -73.92614)",40.81047,-73.92614,"(377, '3 Av-138 St')",BX,6,1533423,"[(376, 'Brook Av')]"
351,R402,"(40.80757, -73.91924)",40.80757,-73.91924,"(376, 'Brook Av')",BX,6,1104567,"[(375, 'Cypress Av'), (377, '3 Av-138 St')]"
352,R404,"(40.80537, -73.91404)",40.80537,-73.91404,"(375, 'Cypress Av')",BX,6,555207,"[(374, ""E 143 St-St Mary's St""), (376, 'Brook Av')]"
353,R406,"(40.80872, -73.90765)",40.80872,-73.90765,"(374, ""E 143 St-St Mary's St"")",BX,6,259849,"[(373, 'E 149 St'), (375, 'Cypress Av')]"
354,R408,"(40.81212, -73.9041)",40.81212,-73.9041,"(373, 'E 149 St')",BX,6,929574,"[(372, 'Longwood Av'), (374, ""E 143 St-St Mary's St"")]"
355,R410,"(40.8161, -73.89644)",40.8161,-73.89644,"(372, 'Longwood Av')",BX,6,684340,"[(371, 'Hunts Point Av'), (373, 'E 149 St')]"
356,R412,"(40.82095, -73.89055)",40.82095,-73.89055,"(371, 'Hunts Point Av')",BX,6,2008192,"[(370, 'Whitlock Av'), (372, 'Longwood Av')]"
357,R413,"(40.82653, -73.88628)",40.82653,-73.88628,"(370, 'Whitlock Av')",BX,6,381416,"[(369, 'Elder Av'), (371, 'Hunts Point Av')]"
358,R414,"(40.82858, -73.87916)",40.82858,-73.87916,"(369, 'Elder Av')",BX,6,1287148,"[(368, 'Morrison Av-Soundview'), (370, 'Whitlock Av')]"
359,R415,"(40.82952, -73.87452)",40.82952,-73.87452,"(368, 'Morrison Av-Soundview')",BX,6,1232178,"[(367, 'St Lawrence Av'), (369, 'Elder Av')]"
360,R416,"(40.83151, -73.86761)",40.83151,-73.86761,"(367, 'St Lawrence Av')",BX,6,789414,"[(366, 'Parkchester'), (368, 'Morrison Av-Soundview')]"
361,R417,"(40.83323, -73.86082)",40.83323,-73.86082,"(366, 'Parkchester')",BX,6,2904948,"[(365, 'Castle Hill Av'), (367, 'St Lawrence Av')]"
362,R418,"(40.83426, -73.85122)",40.83426,-73.85122,"(365, 'Castle Hill Av')",BX,6,1201889,"[(364, 'Zerega Av'), (366, 'Parkchester')]"
363,R419,"(40.83649, -73.84704)",40.83649,-73.84704,"(364, 'Zerega Av')",BX,6,485089,"[(363, 'Westchester Sq-E Tremont Av'), (365, 'Castle Hill Av')]"
364,R420,"(40.83989, -73.84295)",40.83989,-73.84295,"(363, 'Westchester Sq-E Tremont Av')",BX,6,1049723,"[(362, 'Middletown Rd'), (364, 'Zerega Av')]"
365,R421,"(40.84386, -73.83632)",40.84386,-73.83632,"(362, 'Middletown Rd')",BX,6,388516,"[(361, 'Buhre Av'), (363, 'Westchester Sq-E Tremont Av')]"
366,R422,"(40.84681, -73.83257)",40.84681,-73.83257,"(361, 'Buhre Av')",BX,6,745852,"[(360, 'Pelham Bay Park'), (362, 'Middletown Rd')]"
368,R504,"(40.74263, -73.95358)",40.74263,-73.95358,"(464, 'Vernon Blvd-Jackson Av')",Q,7,3222616,"[(463, 'Hunters Point Av'), (610, 'Grand Central-42 St')]"
369,R507,"(40.74221, -73.94891)",40.74221,-73.94891,"(463, 'Hunters Point Av')",Q,7,1074240,"[(606, 'Court Sq'), (464, 'Vernon Blvd-Jackson Av')]"
371,R510,"(40.75288, -73.93275)",40.75288,-73.93275,"(6, '39 Av-Dutch Kills')",Q,"N,W",637895,"[(5, '36 Av'), (613, 'Lexington Av/59 St')]"
372,R511,"(40.75681, -73.92957)",40.75681,-73.92957,"(5, '36 Av')",Q,"N,W",1301333,"[(4, 'Broadway'), (6, '39 Av-Dutch Kills')]"
373,R512,"(40.76182, -73.92551)",40.76182,-73.92551,"(4, 'Broadway')",Q,"N,W",2405977,"[(3, '30 Av'), (5, '36 Av')]"
374,R513,"(40.76678, -73.92148)",40.76678,-73.92148,"(3, '30 Av')",Q,"N,W",2670559,"[(2, 'Astoria Blvd'), (4, 'Broadway')]"
375,R514,"(40.77026, -73.91785)",40.77026,-73.91785,"(2, 'Astoria Blvd')",Q,"N,W",2228913,"[(1, 'Astoria-Ditmars Blvd'), (3, '30 Av')]"
377,R516,"(40.74459, -73.931)",40.74459,-73.931,"(460, '33 St-Rawson St')",Q,7,1607874,"[(459, '40 St-Lowery St'), (461, 'Queensboro Plaza')]"
378,R518,"(40.74378, -73.92402)",40.74378,-73.92402,"(459, '40 St-Lowery St')",Q,7,2043059,"[(458, '46 St-Bliss St'), (460, '33 St-Rawson St')]"
379,R519,"(40.74313, -73.91843)",40.74313,-73.91843,"(458, '46 St-Bliss St')",Q,7,2715605,"[(457, '52 St'), (459, '40 St-Lowery St')]"
380,R521,"(40.74415, -73.91255)",40.74415,-73.91255,"(457, '52 St')",Q,7,1328179,"[(456, '61 St-Woodside'), (458, '46 St-Bliss St')]"
381,R523,"(40.74563, -73.90298)",40.74563,-73.90298,"(456, '61 St-Woodside')",Q,7,3980375,"[(455, '69 St'), (457, '52 St')]"
382,R524,"(40.74633, -73.8964)",40.74633,-73.8964,"(455, '69 St')",Q,7,1286994,"[(616, '74 St-Broadway'), (456, '61 St-Woodside')]"
383,R525,"(40.74685, -73.89133)",40.74685,-73.89133,"(616, '74 St-Broadway')",Q,"F,M,E,R,,7",12022536,"[(453, '82 St-Jackson Hts'), (455, '69 St')]"
384,R526,"(40.74766, -73.8837)",40.74766,-73.8837,"(453, '82 St-Jackson Hts')",Q,7,3797195,"[(452, '90 St-Elmhurst Av'), (616, '74 St-Broadway')]"
385,R527,"(40.74841, -73.87661)",40.74841,-73.87661,"(452, '90 St-Elmhurst Av')",Q,7,3799928,"[(451, 'Junction Blvd'), (453, '82 St-Jackson Hts')]"
386,R528,"(40.74915, -73.86953)",40.74915,-73.86953,"(451, 'Junction Blvd')",Q,7,5575901,"[(450, '103 St-Corona Plaza'), (452, '90 St-Elmhurst Av')]"
387,R529,"(40.74987, -73.8627)",40.74987,-73.8627,"(450, '103 St-Corona Plaza')",Q,7,4833605,"[(449, '111 St'), (451, 'Junction Blvd')]"
388,R530,"(40.75173, -73.85533)",40.75173,-73.85533,"(449, '111 St')",Q,7,2756167,"[(448, 'Mets-Willets Point'), (450, '103 St-Corona Plaza')]"
389,R532,"(40.75462, -73.84563)",40.75462,-73.84563,"(448, 'Mets-Willets Point')",Q,7,1519003,"[(447, 'Flushing-Main St'), (449, '111 St')]"
391,R550,"(40.75588, -74.00191)",40.75588,-74.00191,"(471, '34 St-Hudson Yards')",M,7,4525690,"[(611, 'Times Sq-42 St')]"
392,R600,"(40.69747, -73.99309)",40.69747,-73.99309,"(334, 'Clark St')",BK,"3,2",949323,"[(333, 'Wall St'), (620, 'Borough Hall')]"
393,R602,"(40.6941, -73.99)",40.6941,-73.99,"(620, 'Borough Hall')",BK,"3,2,5,R,4,",5590725,"[(334, 'Clark St'), (336, 'Hoyt St'), (414, 'Bowling Green')]"
394,R606,"(40.69054, -73.98506)",40.69054,-73.98506,"(336, 'Hoyt St')",BK,"3,2",1462833,"[(620, 'Borough Hall'), (337, 'Nevins St')]"
395,R608,"(40.68825, -73.98049)",40.68825,-73.98049,"(337, 'Nevins St')",BK,"3,2,5,4",1828513,"[(336, 'Hoyt St'), (617, 'Atlantic Av-Barclays Ctr')]"
396,R610,"(40.68446, -73.97689)",40.68446,-73.97689,"(617, 'Atlantic Av-Barclays Ctr')",BK,"3,2,5,N,R,Q,4,B,D",8847256,"[(26, 'DeKalb Av'), (28, 'Union St'), (41, '7 Av'), (337, 'Nevins St'), (339, 'Bergen St')]"
397,R617,"(40.68083, -73.9751)",40.68083,-73.9751,"(339, 'Bergen St')",BK,"3,2",809536,"[(617, 'Atlantic Av-Barclays Ctr'), (340, 'Grand Army Plaza')]"
398,R619,"(40.67524, -73.97105)",40.67524,-73.97105,"(340, 'Grand Army Plaza')",BK,"3,2",1431370,"[(339, 'Bergen St'), (341, 'Eastern Pkwy-Brooklyn Museum')]"
399,R621,"(40.67199, -73.96438)",40.67199,-73.96438,"(341, 'Eastern Pkwy-Brooklyn Museum')",BK,"3,2",943550,"[(340, 'Grand Army Plaza'), (626, 'Franklin Av-Medgar Evers College')]"
400,R622,"(40.67068, -73.95813)",40.67068,-73.95813,"(626, 'Franklin Av-Medgar Evers College')",BK,"3,2,5,4,,S",2941611,"[(341, 'Eastern Pkwy-Brooklyn Museum'), (343, 'Nostrand Av')]"
401,R623,"(40.66985, -73.95046)",40.66985,-73.95046,"(343, 'Nostrand Av')",BK,3,759975,"[(626, 'Franklin Av-Medgar Evers College'), (344, 'Kingston Av')]"
402,R624,"(40.6694, -73.94216)",40.6694,-73.94216,"(344, 'Kingston Av')",BK,3,923919,"[(343, 'Nostrand Av'), (345, 'Crown Hts-Utica Av')]"
403,R626,"(40.6689, -73.93295)",40.6689,-73.93295,"(345, 'Crown Hts-Utica Av')",BK,"3,4",4739553,"[(344, 'Kingston Av'), (346, 'Sutter Av-Rutland Rd')]"
404,R627,"(40.66472, -73.92261)",40.66472,-73.92261,"(346, 'Sutter Av-Rutland Rd')",BK,3,1209839,"[(345, 'Crown Hts-Utica Av'), (347, 'Saratoga Av')]"
405,R628,"(40.66145, -73.91633)",40.66145,-73.91633,"(347, 'Saratoga Av')",BK,3,929605,"[(346, 'Sutter Av-Rutland Rd'), (348, 'Rockaway Av')]"
406,R629,"(40.66255, -73.90894)",40.66255,-73.90894,"(348, 'Rockaway Av')",BK,3,823068,"[(347, 'Saratoga Av'), (349, 'Junius St')]"
407,R630,"(40.66351, -73.90245)",40.66351,-73.90245,"(349, 'Junius St')",BK,3,456981,"[(348, 'Rockaway Av'), (350, 'Pennsylvania Av')]"
408,R632,"(40.66463, -73.8949)",40.66463,-73.8949,"(350, 'Pennsylvania Av')",BK,3,801148,"[(349, 'Junius St'), (351, 'Van Siclen Av')]"
409,R633,"(40.66545, -73.8894)",40.66545,-73.8894,"(351, 'Van Siclen Av')",BK,3,479110,"[(350, 'Pennsylvania Av'), (352, 'New Lots Av')]"
410,R634,"(40.66624, -73.88408)",40.66624,-73.88408,"(352, 'New Lots Av')",BK,3,1002953,"[(351, 'Van Siclen Av')]"
412,R636,"(40.66274, -73.95085)",40.66274,-73.95085,"(354, 'Sterling St')",BK,"2,5",1145167,"[(353, 'President St-Medgar Evers College'), (355, 'Winthrop St')]"
413,R637,"(40.65665, -73.9502)",40.65665,-73.9502,"(355, 'Winthrop St')",BK,"2,5",1520740,"[(354, 'Sterling St'), (356, 'Church Av')]"
414,R639,"(40.65084, -73.94958)",40.65084,-73.94958,"(356, 'Church Av')",BK,"2,5",1878959,"[(355, 'Winthrop St'), (357, 'Beverly Rd')]"
415,R641,"(40.6451, -73.94896)",40.6451,-73.94896,"(357, 'Beverly Rd')",BK,"2,5",886566,"[(356, 'Church Av'), (358, 'Newkirk Av-Little Haiti')]"
416,R643,"(40.63997, -73.94841)",40.63997,-73.94841,"(358, 'Newkirk Av-Little Haiti')",BK,"2,5",1387704,"[(357, 'Beverly Rd'), (359, 'Flatbush Av-Brooklyn College')]"
417,R645,"(40.63284, -73.94764)",40.63284,-73.94764,"(359, 'Flatbush Av-Brooklyn College')",BK,"2,5",3468301,"[(358, 'Newkirk Av-Little Haiti')]"
418,R726,"(40.85436, -73.8605)",40.85436,-73.8605,"(446, 'Morris Park')",BX,5,479759,"[(445, 'Pelham Pkwy')]"
419,R727,"(40.85899, -73.85536)",40.85899,-73.85536,"(445, 'Pelham Pkwy')",BX,5,557567,"[(444, 'Gun Hill Rd'), (446, 'Morris Park')]"
420,R728,"(40.86953, -73.84638)",40.86953,-73.84638,"(444, 'Gun Hill Rd')",BX,5,928838,"[(443, 'Baychester Av'), (445, 'Pelham Pkwy')]"
421,R729,"(40.87866, -73.83859)",40.87866,-73.83859,"(443, 'Baychester Av')",BX,5,557105,"[(442, 'Eastchester-Dyre Av'), (444, 'Gun Hill Rd')]"
423,S101,"(40.64375, -74.07364)",40.64375,-74.07364,"(502, 'Tompkinsville')",SI,SIR,1770469,"[(501, 'St George'), (503, 'Stapleton')]"
